SpeciesLatinName,Common.name,Order,Family,Genus,maxAge,weightCaesar,averagedMaturity.yrs,GestationTimeInYears,Metabolic.rate..W.,Body.mass..g.,Temperature..K.
Pharotis imogene,,Chiroptera,Vespertilionidae,Pharotis,,,,,,,
Phascolosorex doriae,,Dasyuromorphia,Dasyuridae,Phascolosorex,,,,,,,
Phascolosorex dorsalis,,Dasyuromorphia,Dasyuridae,Phascolosorex,,,,,,,
Phascomurexia naso,,Dasyuromorphia,Dasyuridae,Phascomurexia,,,1.02509589041096,,,,
Philander frenatus,,Didelphimorphia,Didelphidae,Philander,,,,,,,
Philander mcilhennyi,,Didelphimorphia,Didelphidae,Philander,2.3,,,,,,
Philetor brachypterus,,Chiroptera,Vespertilionidae,Philetor,,,,,,,
Phyllomys kerri,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys lamarum,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys lundi,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys mantiqueirensis,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys medius,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys nigrispinus,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys pattoni,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys thomasi,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys unicolor,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllonycteris aphylla,,Chiroptera,Phyllostomidae,Phyllonycteris,,,,,,,
Phyllonycteris major,,Chiroptera,Phyllostomidae,Phyllonycteris,,,,,,,
Phyllonycteris poeyi,,Chiroptera,Phyllostomidae,Phyllonycteris,,,,,,,
Phyllops falcatus,,Chiroptera,Phyllostomidae,Phyllops,,,,,,,
Phyllostomus elongatus,,Chiroptera,Phyllostomidae,Phyllostomus,,,,,,,
Procyon pygmaeus,,Carnivora,Procyonidae,Procyon,,,,,,,
Proechimys canicollis,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys chrysaeolus,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys cuvieri,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys decumanus,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys echinothrix,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys gardneri,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys goeldii,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys hoplomyoides,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys kulinae,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys longicaudatus,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys magdalenae,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys mincae,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys oconnelli,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys pattoni,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys poliopus,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys quadruplicatus,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys roberti,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys simonsi,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys steerei,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys trinitatus,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proechimys urichi,,Rodentia,Echimyidae,Proechimys,,,,,,,
Proedromys bedfordi,,Rodentia,Cricetidae,Proedromys,,,,,,,
Prolagus sardus,,Lagomorpha,Prolagidae,Prolagus,,,,,,,
Prometheomys schaposchnikowi,,Rodentia,Cricetidae,Prometheomys,,,,,,,
Promops centralis,,Chiroptera,Molossidae,Promops,,,,,,,
Promops nasutus,,Chiroptera,Molossidae,Promops,,,,,,,
Pronolagus crassicaudatus,,Lagomorpha,Leporidae,Pronolagus,,,,,,,
Pronolagus randensis,,Lagomorpha,Leporidae,Pronolagus,,,,,,,
Pronolagus rupestris,,Lagomorpha,Leporidae,Pronolagus,,,,,,,
Propithecus deckenii,,Primates,Indriidae,Propithecus,,,,,,,
Propithecus edwardsi,,Primates,Indriidae,Propithecus,,,,,,,
Propithecus perrieri,,Primates,Indriidae,Propithecus,,,,,,,
Prosciurillus abstrusus,,Rodentia,Sciuridae,Prosciurillus,,,,,,,
Prosciurillus leucomus,,Rodentia,Sciuridae,Prosciurillus,,,,,,,
Prosciurillus murinus,,Rodentia,Sciuridae,Prosciurillus,,,,,,,
Prosciurillus rosenbergii,,Rodentia,Sciuridae,Prosciurillus,,,,,,,
Prosciurillus weberi,,Rodentia,Sciuridae,Prosciurillus,,,,,,,
Phyllostomus latifolius,,Chiroptera,Phyllostomidae,Phyllostomus,,,,,,,
Phyllotis amicus,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis andium,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis bonariensis,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis caprinus,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Ptenochirus jagori,,Chiroptera,Pteropodidae,Ptenochirus,8.0,,0.689616438356164,0.342849315068493,,,
Ptenochirus minor,,Chiroptera,Pteropodidae,Ptenochirus,,,,,,,
Pteralopex acrodonta,,Chiroptera,Pteropodidae,Pteralopex,,,,,,,
Pteralopex anceps,,Chiroptera,Pteropodidae,Pteralopex,,,,,,,
Pteralopex atrata,,Chiroptera,Pteropodidae,Pteralopex,,,,,,,
Pteralopex pulchra,,Chiroptera,Pteropodidae,Pteralopex,,,,,,,
Pteralopex taki,,Chiroptera,Pteropodidae,Pteralopex,,,,,,,
Pteromyscus pulverulentus,,Rodentia,Sciuridae,Pteromyscus,,,,,,,
Pteronotus davyi,,Chiroptera,Mormoopidae,Pteronotus,,,,,,,
Pteronotus gymnonotus,,Chiroptera,Mormoopidae,Pteronotus,,,,,,,
Pteronotus macleayii,,Chiroptera,Mormoopidae,Pteronotus,,,,,,,
Pteropus chrysoproctus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus cognatus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus faunulus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus fundatus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus gilliardorum,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus griseus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Rhogeessa io,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa minutilla,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa mira,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa parvula,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa tumida,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhynchocyon petersi,,Macroscelidea,Macroscelididae,Rhynchocyon,,,,,,,
Rhynchogale melleri,,Carnivora,Herpestidae,Rhynchogale,,,,,,,
Rhyncholestes raphanurus,,Paucituberculata,Caenolestidae,Rhyncholestes,,,,,,,
Rhynchomeles prattorum,,Peramelemorphia,Peramelidae,Rhynchomeles,,,,,,,
Rhynchomys isarogensis,,Rodentia,Muridae,Rhynchomys,,,,,,,
Rhynchomys soricoides,,Rodentia,Muridae,Rhynchomys,,,,,,,
Romerolagus diazi,,Lagomorpha,Leporidae,Romerolagus,,,0.493643835616438,0.107561643835616,,,
Rousettus amplexicaudatus,,Chiroptera,Pteropodidae,Rousettus,,,0.708630136986301,0.277753424657534,,,
Sorex mirabilis,,Eulipotyphla,Soricidae,Sorex,,,0.932301369863014,,,,
Sorex nanus,,Eulipotyphla,Soricidae,Sorex,,,,,,,
Sorex neomexicanus,,Eulipotyphla,Soricidae,Sorex,,,,,,,
Sorex oreopolus,,Eulipotyphla,Soricidae,Sorex,,,,,,,
Sorex orizabae,,Eulipotyphla,Soricidae,Sorex,,,,,,,
Sorex pacificus,,Eulipotyphla,Soricidae,Sorex,,,,,,,
Phyllotis definitus,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis haggardi,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis limatus,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis magister,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis osgoodi,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis osilae,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis wolffsohni,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Phyllotis xanthopygus,,Rodentia,Cricetidae,Phyllotis,,,,,,,
Physeter catodon,,Artiodactyla,Physeteridae,Physeter,77.0,,10.7809315068493,1.29586301369863,,,
Piliocolobus badius,,Primates,Cercopithecidae,Piliocolobus,,,4.03616438356164,0.414821917808219,,,
Piliocolobus foai,,Primates,Cercopithecidae,Piliocolobus,,,,,,,
Piliocolobus gordonorum,,Primates,Cercopithecidae,Piliocolobus,,,,,,,
Pseudopotto martini,,Primates,Lorisidae,Pseudopotto,,,,,,,
Pseudoryx nghetinhensis,,Artiodactyla,Bovidae,Pseudoryx,,,2.06890410958904,,,,
Pseudoryzomys simplex,,Rodentia,Cricetidae,Pseudoryzomys,,,,,,,
Pteropus howensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus insularis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Piliocolobus kirkii,,Primates,Cercopithecidae,Piliocolobus,,,,0.452054794520548,,,
Piliocolobus pennantii,,Primates,Cercopithecidae,Piliocolobus,,,,,,,
Piliocolobus preussi,,Primates,Cercopithecidae,Piliocolobus,,,,0.534246575342466,,,
Piliocolobus rufomitratus,,Primates,Cercopithecidae,Piliocolobus,,,,0.534246575342466,,,
Piliocolobus tephrosceles,,Primates,Cercopithecidae,Piliocolobus,,,,,,,
Piliocolobus tholloni,,Primates,Cercopithecidae,Piliocolobus,,,,,,,
Pipanacoctomys aureus,,Rodentia,Octodontidae,Pipanacoctomys,,,,,,,
Pipistrellus abramus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus adamsi,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus aero,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus angulatus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus ceylonicus,,Chiroptera,Vespertilionidae,Pipistrellus,,,0.768657534246575,0.143342465753425,,,
Pipistrellus collinus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus coromandra,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus deserti,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus endoi,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus hesperidus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus hesperus,,Chiroptera,Vespertilionidae,Pipistrellus,6.1,,,,,,
Pipistrellus inexspectatus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus javanicus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,0.195835616438356,,,
Pipistrellus maderensis,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus minahassae,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus nanulus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus papuanus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus paterculus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus permixtus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus pygmaeus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus rueppellii,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus rusticus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,0.22027397260274,,,
Pipistrellus stenopterus,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus sturdeei,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus subflavus,,Chiroptera,Vespertilionidae,Pipistrellus,15.0,,0.672684931506849,0.125232876712329,,,
Pipistrellus tenuis,,Chiroptera,Vespertilionidae,Pipistrellus,,,0.146767123287671,0.16786301369863,,,
Pipistrellus wattsi,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pipistrellus westralis,,Chiroptera,Vespertilionidae,Pipistrellus,,,,,,,
Pithecheir melanurus,,Rodentia,Muridae,Pithecheir,,,,,,,
Pithecheir parvus,,Rodentia,Muridae,Pithecheir,,,,,,,
Pithecheirops otion,,Rodentia,Muridae,Pithecheirops,,,,,,,
Pithecia albicans,,Primates,Pitheciidae,Pithecia,,,,,,,
Plagiodontia araeum,,Rodentia,Capromyidae,Plagiodontia,,,,,,,
Plagiodontia ipnaeum,,Rodentia,Capromyidae,Plagiodontia,,,,,,,
Planigale novaeguineae,,Dasyuromorphia,Dasyuridae,Planigale,,,,,,,
Platalina genovensium,,Chiroptera,Phyllostomidae,Platalina,,,,,,,
Platanista minor,,Artiodactyla,Platanistidae,Platanista,28.0,,,0.833315068493151,,,
Platymops setiger,,Chiroptera,Molossidae,Platymops,,,,,,,
Platyrrhinus aurarius,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus brachycephalus,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus chocoensis,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus dorsalis,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus helleri,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus infuscus,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus recifinus,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus umbratus,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Platyrrhinus vittatus,,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,,,
Plecotus alpinus,,Chiroptera,Vespertilionidae,Plecotus,,,,,,,
Plecotus balensis,,Chiroptera,Vespertilionidae,Plecotus,,,,,,,
Plecotus kolombatovici,,Chiroptera,Vespertilionidae,Plecotus,,,,,,,
Plecotus sardus,,Chiroptera,Vespertilionidae,Plecotus,,,,,,,
Plecotus taivanus,,Chiroptera,Vespertilionidae,Plecotus,,,,,,,
Plecotus teneriffae,,Chiroptera,Vespertilionidae,Plecotus,,,,,,,
Plerotes anchietae,,Chiroptera,Pteropodidae,Plerotes,,,,,,,
Podogymnura aureospinula,,Eulipotyphla,Erinaceidae,Podogymnura,,,,,,,
Podogymnura truei,,Eulipotyphla,Erinaceidae,Podogymnura,,,,,,,
Podoxymys roraimae,,Rodentia,Cricetidae,Podoxymys,,,,,,,
Poelagus marjorita,,Lagomorpha,Leporidae,Poelagus,,,,0.0958630136986301,,,
Pogonomelomys bruijni,,Rodentia,Muridae,Pogonomelomys,,,,,,,
Pogonomelomys mayeri,,Rodentia,Muridae,Pogonomelomys,,,,,,,
Pogonomys championi,,Rodentia,Muridae,Pogonomys,,,,,,,
Pogonomys fergussoniensis,,Rodentia,Muridae,Pogonomys,,,,,,,
Pogonomys loriae,,Rodentia,Muridae,Pogonomys,,,,,,,
Pogonomys sylvestris,,Rodentia,Muridae,Pogonomys,,,,,,,
Poiana leightoni,,Carnivora,Viverridae,Poiana,,,,,,,
Poiana richardsonii,,Carnivora,Viverridae,Poiana,5.3,,,,,,
Pongo abelii,,Primates,Hominidae,Pongo,,,,,,,
Potamogale velox,,Afrosoricida,Tenrecidae,Potamogale,,,,,,,
Potorous gilbertii,,Diprotodontia,Potoroidae,Potorous,,,,,,,
Potorous platyops,,Diprotodontia,Potoroidae,Potorous,,,,,,,
Praomys daltoni,,Rodentia,Muridae,Praomys,,,0.383561643835616,0.0757260273972603,,,
Praomys degraaffi,,Rodentia,Muridae,Praomys,,,,,,,
Praomys delectorum,,Rodentia,Muridae,Praomys,,,,,,,
Praomys derooi,,Rodentia,Muridae,Praomys,,,,,,,
Praomys hartwigi,,Rodentia,Muridae,Praomys,,,,,,,
Praomys jacksoni,,Rodentia,Muridae,Praomys,,,0.203287671232877,0.0972328767123288,,,
Praomys lukolelae,,Rodentia,Muridae,Praomys,,,,,,,
Praomys minor,,Rodentia,Muridae,Praomys,,,,,,,
Praomys misonnei,,Rodentia,Muridae,Praomys,,,,,,,
Praomys morio,,Rodentia,Muridae,Praomys,,,0.218383561643836,0.0986027397260274,,,
Praomys mutoni,,Rodentia,Muridae,Praomys,,,,,,,
Praomys obscurus,,Rodentia,Muridae,Praomys,,,,,,,
Praomys petteri,,Rodentia,Muridae,Praomys,,,,,,,
Praomys rostratus,,Rodentia,Muridae,Praomys,,,,,,,
Praomys verschureni,,Rodentia,Muridae,Praomys,,,,,,,
Presbytis chrysomelas,,Primates,Cercopithecidae,Presbytis,,,,,,,
Presbytis femoralis,,Primates,Cercopithecidae,Presbytis,,,,,,,
Presbytis frontata,,Primates,Cercopithecidae,Presbytis,,,,,,,
Presbytis hosei,,Primates,Cercopithecidae,Presbytis,,,,,,,
Presbytis natunae,,Primates,Cercopithecidae,Presbytis,,,,,,,
Presbytis potenziani,,Primates,Cercopithecidae,Presbytis,,,,,,,
Presbytis rubicunda,,Primates,Cercopithecidae,Presbytis,,,,,,,
Presbytis siamensis,,Primates,Cercopithecidae,Presbytis,,,,,,,
Prionailurus iriomotensis,,Carnivora,Felidae,Prionailurus,,,,,,,
Prionodon pardicolor,,Carnivora,Viverridae,Prionodon,,,,,,,
Prionomys batesi,,Rodentia,Nesomyidae,Prionomys,,,,,,,
Procapra picticaudata,,Artiodactyla,Bovidae,Procapra,,,,,,,
Procapra przewalskii,,Artiodactyla,Bovidae,Procapra,,,,,,,
Procolobus verus,,Primates,Cercopithecidae,Procolobus,,,,0.459835616438356,,,
Protochromys fellowsi,,Rodentia,Muridae,Protochromys,,,,,,,
Protoxerus aubinnii,,Rodentia,Sciuridae,Protoxerus,,,,,,,
Protoxerus stangeri,,Rodentia,Sciuridae,Protoxerus,5.1,,,,,,
Przewalskium albirostris,,Artiodactyla,Cervidae,Przewalskium,18.0,,,0.721671232876712,,,
Psammomys vexillaris,,Rodentia,Muridae,Psammomys,,,,,,,
Pseudantechinus mimulus,,Dasyuromorphia,Dasyuridae,Pseudantechinus,,,,,,,
Pseudantechinus roryi,,Dasyuromorphia,Dasyuridae,Pseudantechinus,,,,,,,
Pseudochirops albertisii,,Diprotodontia,Pseudocheiridae,Pseudochirops,,,,,,,
Pseudochirops archeri,,Diprotodontia,Pseudocheiridae,Pseudochirops,,,,,,,
Pseudochirops corinnae,,Diprotodontia,Pseudocheiridae,Pseudochirops,,,,,,,
Pseudochirops coronatus,,Diprotodontia,Pseudocheiridae,Pseudochirops,,,,,,,
Pseudochirops cupreus,,Diprotodontia,Pseudocheiridae,Pseudochirops,,,,,,,
Pseudochirulus canescens,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,,,,,
Pseudochirulus caroli,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,,,,,
Pseudochirulus cinereus,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,,,,,
Pseudochirulus forbesi,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,,,,,
Pseudochirulus herbertensis,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,1.49104109589041,,,,
Pseudochirulus larvatus,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,,,,,
Pseudochirulus mayeri,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,,,,,
Pseudochirulus schlegeli,,Diprotodontia,Pseudocheiridae,Pseudochirulus,,,,,,,
Pseudohydromys ellermani,,Rodentia,Muridae,Pseudohydromys,,,,,,,
Pseudohydromys fuscus,,Rodentia,Muridae,Pseudohydromys,,,,,,,
Pseudohydromys murinus,,Rodentia,Muridae,Pseudohydromys,,,,,,,
Pseudohydromys occidentalis,,Rodentia,Muridae,Pseudohydromys,,,,,,,
Pseudois schaeferi,,Artiodactyla,Bovidae,Pseudois,,,,,,,
Pseudomys albocinereus,,Rodentia,Muridae,Pseudomys,,,0.211890410958904,0.0815068493150685,,,
Pseudomys apodemoides,,Rodentia,Muridae,Pseudomys,,,,0.121890410958904,,,
Pseudomys bolami,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys calabyi,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys delicatulus,,Rodentia,Muridae,Pseudomys,,,,0.0818904109589041,,,
Pseudomys desertor,,Rodentia,Muridae,Pseudomys,,,0.217315068493151,0.0793424657534247,,,
Pseudomys fieldi,,Rodentia,Muridae,Pseudomys,,,,0.0807945205479452,,,
Pseudomys glaucus,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys gouldii,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys gracilicaudatus,,Rodentia,Muridae,Pseudomys,,,,0.073972602739726,,,
Pseudomys hermannsburgensis,,Rodentia,Muridae,Pseudomys,,,0.250767123287671,0.0863013698630137,,,
Pseudomys johnsoni,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys nanus,,Rodentia,Muridae,Pseudomys,,,0.278630136986301,0.0657260273972603,,,
Pseudomys novaehollandiae,,Rodentia,Muridae,Pseudomys,,,0.334356164383562,0.0862465753424658,,,
Pseudomys occidentalis,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys oralis,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys patrius,,Rodentia,Muridae,Pseudomys,,,,,,,
Pseudomys pilligaensis,,Rodentia,Muridae,Pseudomys,,,,,,,
Pteropus intermedius,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus keyensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus leucopterus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus lombocensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus loochoensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus macrotis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus mahaganus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus mariannus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus melanopogon,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus melanotus,,Chiroptera,Pteropodidae,Pteropus,,,0.576575342465753,0.428575342465753,,,
Pteropus molossinus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus neohibernicus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus nitendiensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus ocularis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus ornatus,,Chiroptera,Pteropodidae,Pteropus,,,2.06890410958904,0.514301369863014,,,
Pteropus pelewensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus personatus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus pilosus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus pohlei,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus rayneri,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus rennelli,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus rufus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus samoensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus seychellensis,,Chiroptera,Pteropodidae,Pteropus,,,,0.428575342465753,,,
Pteropus speciosus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus subniger,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus temminckii,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus tokudae,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus tonganus,,Chiroptera,Pteropodidae,Pteropus,,,,0.458328767123288,,,
Pteropus tuberculatus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus ualanus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus vetulus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus woodfordi,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus yapensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pudu mephistophiles,,Artiodactyla,Cervidae,Pudu,10.0,,,,,,
Punomys kofordi,,Rodentia,Cricetidae,Punomys,,,,,,,
Punomys lemminus,,Rodentia,Cricetidae,Punomys,,,,,,,
Rhizoplagiodontia lemkei,,Rodentia,Capromyidae,Rhizoplagiodontia,,,,,,,
Rhipidomys macconnelli,,Rodentia,Cricetidae,Rhipidomys,,,,,,,
Rhipidomys macrurus,,Rodentia,Cricetidae,Rhipidomys,,,,,,,
Rhipidomys mastacalis,,Rodentia,Cricetidae,Rhipidomys,,,0.254246575342466,,,,
Rhipidomys modicus,,Rodentia,Cricetidae,Rhipidomys,,,,,,,
Pygathrix cinerea,,Primates,Cercopithecidae,Pygathrix,,,,,,,
Pygathrix nigripes,,Primates,Cercopithecidae,Pygathrix,,,,,,,
Pygeretmus platyurus,,Rodentia,Dipodidae,Pygeretmus,,,,,,,
Pygeretmus pumilio,,Rodentia,Dipodidae,Pygeretmus,,,,0.0753424657534247,,,
Pygeretmus shitkovi,,Rodentia,Dipodidae,Pygeretmus,,,,,,,
Pygoderma bilabiatum,,Chiroptera,Phyllostomidae,Pygoderma,,,,,,,
Quemisia gravis,,Rodentia,Heptaxodontidae,Quemisia,,,,,,,
Rhipidomys wetzeli,,Rodentia,Cricetidae,Rhipidomys,,,,,,,
Rhizomys pruinosus,,Rodentia,Spalacidae,Rhizomys,,,,,,,
Rhizomys sinensis,,Rodentia,Spalacidae,Rhizomys,,,,,,,
Rousettus bidens,,Chiroptera,Pteropodidae,Rousettus,,,,,,,
Rousettus celebensis,,Chiroptera,Pteropodidae,Rousettus,,,,,,,
Rousettus linduensis,,Chiroptera,Pteropodidae,Rousettus,,,,,,,
Rousettus madagascariensis,,Chiroptera,Pteropodidae,Rousettus,,,,0.347616438356164,,,
Rousettus obliviosus,,Chiroptera,Pteropodidae,Rousettus,,,,,,,
Rousettus spinalatus,,Chiroptera,Pteropodidae,Rousettus,,,,,,,
Rubrisciurus rubriventer,,Rodentia,Sciuridae,Rubrisciurus,,,,,,,
Rucervus schomburgki,,Artiodactyla,Cervidae,Rucervus,,,,,,,
Rhipidomys ochrogaster,,Rodentia,Cricetidae,Rhipidomys,,,,,,,
Rhipidomys venezuelae,,Rodentia,Cricetidae,Rhipidomys,,,,,,,
Rhipidomys venustus,,Rodentia,Cricetidae,Rhipidomys,,,,,,,
Rhogeessa aeneus,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa alleni,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa genowaysi,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa gracilis,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Rhogeessa hussoni,,Chiroptera,Vespertilionidae,Rhogeessa,,,,,,,
Ruwenzorisorex suncoides,,Eulipotyphla,Soricidae,Ruwenzorisorex,,,,,,,
Saccolaimus flaviventris,,Chiroptera,Emballonuridae,Saccolaimus,,,,,,,
